title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
Mesrine: Public Enemy #1 (L'ennemi Public N ° 1),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sígueme el rollo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cueva de sueños olvidados,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Caperucita Roja,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
"Big Mommas: como padre, como hijo",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Súper,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El cazador de troll,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Código fuente,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
Jane Eyre,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Lo inevitable,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Chalet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BURN-E,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Senna,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Family Guy presenta: es una trampa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Insidious,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Vagabundo con una escopeta,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ganar victoria,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Habitación en Roma (hábitacia en Roma),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Chico,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Diario de un niño débil: Rodrick Reglas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crimen de Henry,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hop: Rebelde Sin Pascua,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jugando a la víctima (Izobrazhaya zhertvu),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Películas para mantenerte despierto: The Christmas Tale (Películas para no Dormir: Cuento de NaviDad),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13 Asesinos (jûsan-ni sin shikaku),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanna,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
En la eternidad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Americano: La historia de Bill Hicks,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Arturo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grito 4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Río,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melancolía,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Thor,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Louis C.K.: Hilarante,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis C.K.: Masticado,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlas se encogió de hombros: Parte 1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Louis C.K.: Shameless,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mildred Pierce,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Voces de la lista,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Agua para elefantes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Gatos africanos,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mata al irlandés,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Fast Five (Fast and the Furious 5,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
Louis Theroux: Derecho y desorden,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Idiotas y ángeles,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Incendios,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Alma surfista,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Algo prestado,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Damas de honor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacerdote,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Piratas del Caribe: En Mareas Misteriosas,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Medianoche en París,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
El hombre de ningún lugar,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
El arbol de la Vida,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La parte de la resaca II,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nada para declarar (Rien à Déclarer),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A través del pasillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
El compañero de habitación,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Ataca el bloque,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
El camino,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Deja que las balas vuelen,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda 2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
X-Men: Primera generación,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Submarine,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
American Grindhouse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Todo debe irse,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Para principiantes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
súper 8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
Bernie,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Linterna Verde,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elektra Luxx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pingüinos del Sr. Popper,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mal profesor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transformers: Dark of the Moon,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Larry Crowne,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Su Alteza,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Muy grande para fallar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tomadores,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mi vida como McDull (Mak dau Goo si),0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Choque,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefes horribles,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cars 2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Entre los pliegues,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vientre de Delhi,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Upside Down: The Creation Records Story,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monte Carlo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Harry Potter y las Reliquias de la Muerte: Parte 2,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
Conducir,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Capitán América: El primer vengador,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Amor estúpido loco.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Un día,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
El guardia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnie the Pooh,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La mujer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
El auto nuevo de Mike,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Pitufos,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amigos con beneficios,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pájaros de papel (Pájaros de Papel),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombardeo aéreo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
El mar amarillo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Nuestro hermano idiota,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subwaystories: Tales from the Underground,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carrera de la muerte 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
El origen del planeta de los simios,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Terri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El cambio hasta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La ayuda,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 minutos o menos,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mis tardes con Margueritte (la tête en friche),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Destino Final 5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"Muy Harold y Kumar 3d Navidad, una",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No tengas miedo de la oscuridad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Noche de sustos,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otra tierra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Asombrar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tierra de estaca,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
La deuda,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Colombiana,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bill Cunningham Nueva York,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La piel en la que vivo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Conan el bárbaro,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Encerrado,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Birdemic: conmoción y terror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
La película de Inbetweenerers,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estado rojo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Pearl Jam veinte,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
No se como lo hace,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noche de tiburones 3D,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Contagio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Bola de dinero,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neds,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pescado frío (Tsumetai Nettaigyo),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Phineas y ferb la película: a través de la segunda dimensión,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abadía de Northanger,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Avengers,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Tinker sastre soldado espía,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"Separación, A (Jodaeiye Nader Az Simin)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Método peligroso, un",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Warrior,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Los idus de marzo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lista de matar,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Asesino de élite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Campanilla,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
50/50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Generación P,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
El artista,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Blinkytm,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Resguardarse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acero Real,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Fotloose,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
La cosa,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
Chico hermoso,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tiranosaurio,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Martha Marcy May Marlene,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Necesitamos hablar sobre kevin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Detrás de las líneas enemigas II: eje del mal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Los tres mosqueteros,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A tiempo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Margarita,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carnicería,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Llamada de margen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Actividad paranormal 3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Punción,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Johnny English Reborn,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Secuestro,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Este debe ser el lugar,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Lástima,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
¿Cuál es tu número?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cazadores de cabezas (Hodejegerne),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
BATMAN: Año uno,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Representación,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
El gato con botas,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Ceñido de torre,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J. Edgar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El doble,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Las aventuras de Tintin,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Starsuckers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chica poco femenina,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
George Harrison: Vivir en el mundo material,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hugo,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Inmortales,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Jack y Jill,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dentro del abismo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Los descendientes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Como loco,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Los Muppets,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
La saga crepuscular: Breaking Dawn - Parte 1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Caballo de guerra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
El diario del ron,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Levantado,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hipsters (Stilyagi),0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Otra historia de Cenicienta,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Bunraku,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
La niñera,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadamente ruidoso e increíblemente cerca,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jugar el juego,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Asterix conquista América,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asterix y los vikingos,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Happy Feet 2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Operación regalo,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Violeta y Daisy,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bala en la cabeza,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Los Dispensables 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los juegos del hambre,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
El caballero oscuro se levanta,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
El legado de Bourne,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Sherlock Holmes: A Game of Shadows,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Coriolano,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Adulto joven,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nochevieja,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Misión imposible - Protocolo fantasma,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Compramos un zoo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La chica con el tatuaje de dragon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
La hora más oscura,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Alvin y las ardillas: chipked,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvación bulevar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Amigos con niños,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chica entra en un bar,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Contrabando,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Ser Elmo: el viaje de un titiritero,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ruido alegre,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
La mujer de hierro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Albatros,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El revenante,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Underworld: Awakening,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
El gris,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hombre en una cornisa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Sacrificio (Zhao Shi Gu Er),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Haywire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Contacto High,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Denunciante,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Einstein y Eddington,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Apolo 18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Buscando justicia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
colas rojas,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Las flores de la guerra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Intoutables,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Uno por el dinero,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Los posaderos,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Encuentros de tumbas,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Crónica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
La mujer de negro,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Mujer enamorada (Rubbeldiekatz),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El arte de vivir diariamente,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Todos vigilados por máquinas de gracia amorosa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Moran: monstruo,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Casa segura,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
El voto,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Louis C.K.: Live at the Beacon Theatre,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Profesor Lazhar,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Es Un Buen Momento Para Llamar...,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Janie Jones,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Viaje 2: La Isla Misteriosa,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Sentido perfecto,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Rolli y los Elfos,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
El jinete fantasma: Espíritu de venganza,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Oraciones para Bobby,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Muy musical Potter, un",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Secuela muy alfarera, una",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No se pierde a nadie,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La guerra civil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Las mujeres en el sexto piso,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mega Shark vs. Crocosaurus,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
colina roja,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"Mickey: El príncipe y el mendigo
",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Proyecto X,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Seuss 'The Lorax,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
El gran año,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acto de valor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Chicos de parque de remolques,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Esto significa guerra,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
John Carter,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Seguir,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La repisa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21 Jump Street,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff, que vive en casa",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bloqueo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
The Snowtown (Snowtown Murders,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Battillo de espacio yamato,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jiro sueña con sushi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Damiselas en apuros,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
La pesca del salmón en Yemen,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ira de los Titanes,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Desapego,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cielo de hierro,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ausencia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Reunión Americana (Pie American 4),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La redada: redención,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
